,Area_Code,GP_Name,Area_Type,Time_Period,Deprivation_Score_IMD_2019,GP_Rank,Percentile_Rank,decile,report_period_end,practice_name,practice_code,region_code,Pat_Appts_Use,Pat_Presc_Use,Total_Use,patient_list_size,Pat_Presc_Use_per_1000,Pat_Appts_Use_per_1000
4147,D83079,COMBS FORD SURGERY,GP,2019,17.0226459869848,4507.0,0.35444126074498566,40% least deprived,2021-09-30,COMBS FORD SURGERY,D83079,Y61,548.0,888.0,2881.0,9313.0,95.35,58.84
4148,M83122,WATERHOUSES MEDICAL PRACT,GP,2019,17.0176575250836,4508.0,0.354297994269341,40% least deprived,2021-09-30,WATERHOUSES MEDICAL PRACT,M83122,Y60,0.0,121.0,5289.0,3008.0,40.23,0.0
4149,F81049,ONGAR HEALTH CENTRE,GP,2019,17.0142228048273,4509.0,0.3541547277936963,40% least deprived,2021-09-30,ONGAR HEALTH CENTRE,F81049,Y61,532.0,1287.0,4907.0,12416.0,103.66,42.85
4150,L85004,"CREWKERNE HEALTH CENTRE, CREWKERNE",GP,2019,17.014186407767,4510.0,0.35401146131805156,40% least deprived,2021-09-30,"CREWKERNE HEALTH CENTRE, CREWKERNE",L85004,Y58,0.0,1279.0,29584.0,12941.0,98.83,0.0
4151,J82188,BURSLEDON SURGERY,GP,2019,17.0033213206231,4511.0,0.3538681948424069,40% least deprived,2021-09-30,BURSLEDON SURGERY,J82188,Y59,,442.0,15487.0,4685.0,94.34,
4152,F86010,FULLWELL CROSS MED. CTR.,GP,2019,16.9981013970588,4512.0,0.35372492836676217,40% least deprived,2021-09-30,FULLWELL CROSS MED. CTR.,F86010,Y56,437.0,527.0,40555.0,14281.0,36.9,30.6
4153,M81049,BARBOURNE HEALTH CENTRE,GP,2019,16.9977700051626,4513.0,0.3535816618911175,40% least deprived,2021-09-30,BARBOURNE HEALTH CENTRE,M81049,Y60,0.0,1216.0,26326.0,11418.0,106.5,0.0
4154,E82018,LISTER HOUSE SURGERY,GP,2019,16.9900150387597,4514.0,0.3534383954154728,40% least deprived,2021-09-30,LISTER HOUSE SURGERY,E82018,Y61,786.0,904.0,2958.0,13501.0,66.96,58.22
4155,H85037,MORDEN HALL MEDICAL CENTRE,GP,2019,16.9878007302725,4515.0,0.35329512893982806,40% least deprived,2021-09-30,MORDEN HALL MEDICAL CENTRE,H85037,Y56,27.0,514.0,21296.0,14986.0,34.3,1.8
4156,L85061,THE MEADOWS SURGERY,GP,2019,16.9716898263027,4516.0,0.3531518624641834,40% least deprived,2021-09-30,THE MEADOWS SURGERY,L85061,Y58,0.0,397.0,5134.0,4074.0,97.45,0.0
4157,C87016,MORTHEN ROAD GROUP PRACTICE,GP,2019,16.9631087328767,4517.0,0.3530085959885387,40% least deprived,2021-09-30,MORTHEN ROAD SURGERY,C87016,Y63,32.0,672.0,2495.0,12124.0,55.43,2.64
4158,B86020,LOFTHOUSE SURGERY,GP,2019,16.9565536037667,4518.0,0.352865329512894,40% least deprived,2021-09-30,LOFTHOUSE SURGERY,B86020,Y63,65.0,1181.0,3154.0,11183.0,105.61,5.81
4159,D82031,PARISH FIELDS PRACTICE,GP,2019,16.9499210693019,4519.0,0.3527220630372493,40% least deprived,2021-09-30,PARISH FIELDS PRACTICE,D82031,Y61,0.0,581.0,11107.0,8302.0,69.98,0.0
4160,C81023,THE AITUNE MEDICAL PRACTICE,GP,2019,16.9492592920354,4520.0,0.35257879656160457,40% least deprived,2021-09-30,THE AITUNE MEDICAL PRACTICE,C81023,Y60,386.0,1016.0,6348.0,8507.0,119.43,45.37
4161,N81088,PARK GREEN SURGERY,GP,2019,16.9466196685683,4522.0,0.3522922636103152,40% least deprived,2021-09-30,PARK GREEN SURGERY,N81088,Y62,381.0,1630.0,36015.0,11259.0,144.77,33.84
4162,B86051,AIRE VALLEY SURGERY,GP,2019,16.9403416458853,4523.0,0.35214899713467046,40% least deprived,2021-09-30,AIRE VALLEY SURGERY,B86051,Y63,339.0,2444.0,10337.0,14412.0,169.58,23.52
4163,N82108,RUTHERFORD MEDICAL CENTRE,GP,2019,16.9373747671014,4524.0,0.3520057306590258,40% least deprived,2021-09-30,RUTHERFORD MEDICAL CENTRE,N82108,Y62,0.0,1010.0,16060.0,7532.0,134.09,0.0
4164,B84009,STAINLAND ROAD MEDICAL CENTRE,GP,2019,16.9251114250397,4525.0,0.3518624641833811,40% least deprived,2021-09-30,STAINLAND ROAD MEDICAL CENTRE,B84009,Y63,0.0,1725.0,4093.0,11441.0,150.77,0.0
4165,G85001,FOREST HILL GROUP PRACTICE,GP,2019,16.9190548640681,4526.0,0.3517191977077364,40% least deprived,2021-09-30,FOREST HILL GROUP PRACTICE,G85001,Y56,0.0,469.0,17103.0,11174.0,41.97,0.0
4166,M81035,ST MARTIN'S GATE SURGERY,GP,2019,16.919039222016,4527.0,0.3515759312320917,40% least deprived,2021-09-30,ST MARTIN'S GATE SURGERY,M81035,Y60,370.0,1193.0,24333.0,12623.0,94.51,29.31
4167,C81010,THE MOIR MEDICAL CENTRE,GP,2019,16.9128219540677,4528.0,0.35143266475644697,40% least deprived,2021-09-30,THE MOIR MEDICAL CENTRE,C81010,Y60,25.0,1372.0,5484.0,12545.0,109.37,1.99
4168,D81630,HAMPTON HEALTH,GP,2019,16.9115029878426,4529.0,0.3512893982808023,40% least deprived,2021-09-30,HAMPTON MEDICAL CENTRE,D81630,Y61,4.0,805.0,2130.0,10511.0,76.59,0.38
4169,F82663,DR MARKS PRACTICE,GP,2019,16.9089147330165,4530.0,0.3511461318051576,40% least deprived,2021-09-30,DR MARKS PRACTICE,F82663,Y56,0.0,36.0,4308.0,3771.0,9.55,0.0
4170,M81629,NEW COURT SURGERY,GP,2019,16.8851193331978,4531.0,0.3510028653295129,40% least deprived,2021-09-30,NEW COURT SURGERY,M81629,Y60,0.0,1000.0,24195.0,9703.0,103.06,0.0
4171,B82025,DERWENT PRACTICE,GP,2019,16.8798054117417,4532.0,0.3508595988538682,40% least deprived,2021-09-30,DERWENT PRACTICE,B82025,Y63,1922.0,2243.0,7411.0,20876.0,107.44,92.07
4172,A86041,SWARLAND AVENUE SURGERY,GP,2019,16.8660846257586,4533.0,0.35071633237822347,40% least deprived,2021-09-30,SWARLAND AVENUE SURGERY,A86041,Y63,0.0,265.0,10942.0,6373.0,41.58,0.0
4173,J83633,VICTORIA CROSS SURGERY,GP,2019,16.8656873188017,4534.0,0.3505730659025788,40% least deprived,2021-09-30,VICTORIA CROSS SURGERY,J83633,Y58,920.0,561.0,2645.0,9243.0,60.69,99.53
4174,C81083,THE GOLDEN BROOK PRACTICE,GP,2019,16.8611616873356,4535.0,0.3504297994269341,40% least deprived,2021-09-30,THE GOLDEN BROOK PRACTICE,C81083,Y60,116.0,1464.0,4075.0,11128.0,131.56,10.42
4175,B81628,BARNETBY MEDICAL CENTRE,GP,2019,16.848387713998,4536.0,0.3502865329512894,40% least deprived,2021-09-30,BARNETBY MEDICAL CENTRE,B81628,Y63,0.0,221.0,8282.0,3026.0,73.03,0.0
4176,E81009,WEST STREET SURGERY,GP,2019,16.8407280942391,4537.0,0.3501432664756447,40% least deprived,2021-09-30,WEST STREET SURGERY,E81009,Y61,140.0,1743.0,4664.0,11793.0,147.8,11.87
4177,E82070,WOODHALL FARM MEDICAL CTR,GP,2019,16.8396307485733,4538.0,0.35,40% least deprived,2021-09-30,WOODHALL FARM MEDICAL CTR,E82070,Y61,27.0,192.0,5444.0,3214.0,59.74,8.4
4178,P81087,THE OVER-WYRE MED.CTR.,GP,2019,16.837825506937,4539.0,0.3498567335243553,40% least deprived,2021-09-30,THE OVER-WYRE MED.CTR.,P81087,Y62,0.0,1984.0,36683.0,11385.0,174.26,0.0
4179,D82046,CHURCH HILL SURGERY,GP,2019,16.8291481727575,4540.0,0.3497134670487106,40% least deprived,2021-09-30,CHURCH HILL SURGERY,D82046,Y61,0.0,353.0,905.0,4581.0,77.06,0.0
4180,C82045,THE SURGERY,GP,2019,16.8275271867612,4541.0,0.3495702005730659,40% least deprived,2021-09-30,THE SURGERY,C82045,Y60,359.0,721.0,3087.0,7175.0,100.49,50.03
4181,F82649,BERWICK SURGERY,GP,2019,16.8239860064586,4542.0,0.3494269340974212,40% least deprived,2021-09-30,BERWICK SURGERY,F82649,Y56,0.0,299.0,7342.0,4652.0,64.27,0.0
4182,D82048,THORPEWOOD MEDICAL GROUP,GP,2019,16.8234985064011,4543.0,0.3492836676217765,40% least deprived,2021-09-30,THORPEWOOD MEDICAL GROUP,D82048,Y61,630.0,1808.0,6843.0,13313.0,135.81,47.32
4183,L83616,SAMPFORD PEVERELL SURGERY,GP,2019,16.8169102630222,4545.0,0.3489971346704871,40% least deprived,2021-09-30,SAMPFORD PEVERELL SURGERY,L83616,Y58,0.0,230.0,443.0,2199.0,104.59,0.0
4184,M81063,ST JOHNS HOUSE SURGERY,GP,2019,16.8069460872406,4546.0,0.34885386819484243,40% least deprived,2021-09-30,ST JOHNS HOUSE SURGERY,M81063,Y60,0.0,1439.0,32471.0,12216.0,117.8,0.0
4185,C83617,ABBEYVIEW SURGERY,GP,2019,16.8057009184081,4547.0,0.3487106017191977,40% least deprived,2021-09-30,ABBEYVIEW SURGERY,C83617,Y60,134.0,926.0,14590.0,8340.0,111.03,16.07
4186,E82032,BENNETTS END SURGERY,GP,2019,16.8041900581525,4548.0,0.348567335243553,40% least deprived,2021-09-30,BENNETTS END SURGERY,E82032,Y61,0.0,873.0,27928.0,16978.0,51.42,0.0
4187,B82106,HACKNESS ROAD SURGERY,GP,2019,16.8015531729933,4549.0,0.3484240687679083,40% least deprived,2021-09-30,HACKNESS ROAD SURGERY,B82106,Y63,167.0,704.0,2104.0,3924.0,179.41,42.56
4188,J83008,LOVEMEAD GROUP PRACTICE,GP,2019,16.7949814926354,4550.0,0.3482808022922636,40% least deprived,2021-09-30,LOVEMEAD GROUP PRACTICE,J83008,Y58,1019.0,2516.0,10265.0,18926.0,132.94,53.84
4189,B82622,REETH MEDICAL CENTRE,GP,2019,16.7908055207026,4551.0,0.34813753581661894,40% least deprived,2021-09-30,REETH MEDICAL CENTRE,B82622,Y63,1.0,324.0,783.0,1612.0,200.99,0.62
4190,N81070,HANDFORTH HEALTH CENTRE,GP,2019,16.7788587958222,4552.0,0.3479942693409742,40% least deprived,2021-09-30,HANDFORTH HEALTH CENTRE,N81070,Y62,0.0,1442.0,30122.0,9778.0,147.47,0.0
4191,E81632,BARTON HILLS MEDICAL GROUP,GP,2019,16.769724773022,4553.0,0.3478510028653295,40% least deprived,2021-09-30,BARTON HILLS MEDICAL GROUP,E81632,Y61,2.0,1352.0,3101.0,7896.0,171.23,0.25
4192,J81064,POOLE TOWN SURGERY,GP,2019,16.767796812749,4554.0,0.34770773638968483,40% least deprived,2021-09-30,POOLE TOWN SURGERY,J81064,Y58,14.0,356.0,1765.0,4395.0,81.0,3.19
4193,M84035,WESTSIDE MEDICAL CENTRE,GP,2019,16.7632520086393,4555.0,0.3475644699140401,40% least deprived,2021-09-30,WESTSIDE MEDICAL CENTRE,M84035,Y60,0.0,1176.0,37517.0,11561.0,101.72,0.0
4194,Y00475,GARSWOOD SURGERY,GP,2019,16.7548859753675,4556.0,0.34742120343839544,40% least deprived,2021-09-30,GARSWOOD SURGERY,Y00475,Y62,0.0,196.0,15235.0,5092.0,38.49,0.0
4195,F81177,DR DESHPANDE AM PRACTICE,GP,2019,16.7522540897098,4557.0,0.3472779369627507,40% least deprived,2021-09-30,DR DESHPANDE AM PRACTICE,F81177,Y61,66.0,500.0,1779.0,4168.0,119.96,15.83
4196,B87002,ORCHARD CROFT,GP,2019,16.7446391625616,4558.0,0.347134670487106,40% least deprived,2021-09-30,ORCHARD CROFT,B87002,Y63,65.0,1246.0,3473.0,11171.0,111.54,5.82
4197,M83050,WOLVERHAMPTON ROAD SURGERY,GP,2019,16.7426105074176,4559.0,0.34699140401146134,40% least deprived,2021-09-30,WOLVERHAMPTON ROAD SURGERY,M83050,Y60,10.0,797.0,41536.0,10164.0,78.41,0.98
4198,M82041,CLEOBURY MORTIMER SURGERY,GP,2019,16.7422948808349,4560.0,0.3468481375358166,40% least deprived,2021-09-30,CLEOBURY MORTIMER SURGERY,M82041,Y60,0.0,737.0,12706.0,7137.0,103.26,0.0
4199,J81648,DR NEWMAN,GP,2019,16.7413419185283,4561.0,0.3467048710601719,40% least deprived,2021-09-30,DR NEWMAN,J81648,Y58,8.0,312.0,2182.0,4561.0,68.41,1.75
4200,E85658,HOLLY ROAD MEDICAL CENTRE,GP,2019,16.7400292636124,4562.0,0.3465616045845272,40% least deprived,2021-09-30,HOLLY ROAD MEDICAL CENTRE,E85658,Y56,19.0,292.0,1219.0,3836.0,76.12,4.95
4201,M89015,NORTHBROOK HEALTH CENTRE,GP,2019,16.7378246724699,4563.0,0.3464183381088825,40% least deprived,2021-09-30,NORTHBROOK HEALTH CENTRE,M89015,Y60,1225.0,2682.0,7286.0,11649.0,230.23,105.16
4202,F81219,DELL MEDICAL CENTRE,GP,2019,16.736556261343,4564.0,0.34627507163323784,40% least deprived,2021-09-30,DELL MEDICAL CENTRE,F81219,Y61,1.0,573.0,2721.0,4581.0,125.08,0.22
4203,L83127,NEW VALLEY PRACTICE,GP,2019,16.7341917883412,4565.0,0.3461318051575931,40% least deprived,2021-09-30,REDLANDS PRIMARY CARE,L83127,Y58,1.0,2372.0,5155.0,16492.0,143.83,0.06
4204,M83138,DRS SHAH & TALPUR,GP,2019,16.7294905606407,4566.0,0.3459885386819484,40% least deprived,2021-09-30,DRS SHAH & TALPUR,M83138,Y60,9.0,506.0,18391.0,6982.0,72.47,1.29
4205,M83108,DR DO YATES' PRACTICE,GP,2019,16.7157608080808,4568.0,0.345702005730659,40% least deprived,2021-09-30,DR DO YATES' PRACTICE,M83108,Y60,12.0,1864.0,3032.0,7315.0,254.82,1.64
4206,E85113,REDWOOD PRACTICE,GP,2019,16.7126605222734,4569.0,0.34555873925501435,40% least deprived,2021-09-30,REDWOOD PRACTICE,E85113,Y56,185.0,750.0,2844.0,7332.0,102.29,25.23
4207,Y00399,DR PASQUALI,GP,2019,16.7113755151515,4570.0,0.3454154727793696,40% least deprived,2021-09-30,DR PASQUALI,Y00399,Y60,33.0,626.0,1593.0,4076.0,153.58,8.1
4208,C88078,MOSBOROUGH HEALTH CENTRE,GP,2019,16.7063618821434,4571.0,0.3452722063037249,40% least deprived,2021-09-30,MOSBOROUGH HEALTH CENTRE,C88078,Y63,1.0,502.0,1806.0,6944.0,72.29,0.14
4209,H85082,TRIANGLE SURGERY,GP,2019,16.7061569105691,4572.0,0.34512893982808024,40% least deprived,2021-09-30,TRIANGLE SURGERY,H85082,Y56,0.0,78.0,4963.0,4687.0,16.64,0.0
4210,L83628,IMPERIAL SURGERY,GP,2019,16.7036670680313,4573.0,0.3449856733524355,40% least deprived,2021-09-30,IMPERIAL SURGERY,L83628,Y58,864.0,711.0,3465.0,5358.0,132.7,161.25
4211,P81082,THE RYAN MEDICAL CENTRE,GP,2019,16.7000276002324,4574.0,0.34484240687679085,40% least deprived,2021-09-30,THE RYAN MEDICAL CENTRE,P81082,Y62,0.0,1505.0,25890.0,10122.0,148.69,0.0
4212,D83048,GROVE MEDICAL CENTRE,GP,2019,16.6796603531757,4575.0,0.34469914040114613,40% least deprived,2021-09-30,GROVE MEDICAL CENTRE,D83048,Y61,1336.0,2348.0,9047.0,16380.0,143.35,81.56
4213,E85123,THE CORFTON ROAD SURGERY,GP,2019,16.6776278300687,4576.0,0.3445558739255014,40% least deprived,2021-09-30,THE CORFTON ROAD SURGERY,E85123,Y56,628.0,317.0,3608.0,8519.0,37.21,73.72
4214,F81087,MOUNT CHAMBERS MEDICAL PRACTICE,GP,2019,16.6597846053867,4577.0,0.34441260744985674,40% least deprived,2021-09-30,MOUNT CHAMBERS MEDICAL PRACTICE,F81087,Y61,1030.0,1595.0,10226.0,13551.0,117.7,76.01
4215,E84008,SIMPSON HOUSE MEDICAL CENTRE,GP,2019,16.6466676056338,4578.0,0.344269340974212,40% least deprived,2021-09-30,SIMPSON HOUSE MEDICAL CENTRE,E84008,Y56,0.0,883.0,21888.0,10566.0,83.57,0.0
4216,A84002,THE ROTHBURY PRACTICE,GP,2019,16.6389494897077,4579.0,0.34412607449856736,40% least deprived,2021-09-30,THE ROTHBURY PRACTICE,A84002,Y63,308.0,622.0,1648.0,5979.0,104.03,51.51
4217,E84004,THE CIRCLE PRACTICE,GP,2019,16.6326012614679,4580.0,0.34398280802292264,40% least deprived,2021-09-30,THE CIRCLE PRACTICE,E84004,Y56,0.0,479.0,11229.0,8463.0,56.6,0.0
4218,C81095,DR HR MCMURRAY'S PRACTICE,GP,2019,16.6277173304629,4581.0,0.3438395415472779,40% least deprived,2021-09-30,EMMETT CARR SURGERY,C81095,Y60,225.0,526.0,1304.0,4860.0,108.23,46.3
4219,C82061,BARWELL & HOLLYCROFT MEDICAL CENTRES,GP,2019,16.6274153597786,4582.0,0.34369627507163325,40% least deprived,2021-09-30,BARWELL & HOLLYCROFT MEDICAL CENTRES,C82061,Y60,917.0,2275.0,7297.0,13936.0,163.25,65.8
4220,G82671,IWADE HEALTH CENTRE,GP,2019,16.6247116902184,4583.0,0.34355300859598853,40% least deprived,2021-09-30,IWADE HEALTH CENTRE,G82671,Y59,25.0,306.0,8099.0,5916.0,51.72,4.23
4221,P91017,BODMIN ROAD HEALTH CENTRE,GP,2019,16.6204718531046,4584.0,0.34340974212034386,40% least deprived,2021-09-30,BODMIN ROAD HEALTH CENTRE,P91017,Y62,0.0,413.0,17532.0,8697.0,47.49,0.0
4222,L85038,LISTER HOUSE PARTNERSHIP,GP,2019,16.620302580258,4585.0,0.34326647564469914,40% least deprived,2021-09-30,LISTER HOUSE PARTNERSHIP,L85038,Y58,2.0,665.0,10754.0,6730.0,98.81,0.3
4223,C81114,GRESLEYDALE HEALTHCARE CENTRE,GP,2019,16.6049437575133,4586.0,0.3431232091690544,40% least deprived,2021-09-30,GRESLEYDALE HEALTHCARE CENTRE,C81114,Y60,367.0,2350.0,5066.0,12619.0,186.23,29.08
4224,A88023,WHITBURN SURGERY,GP,2019,16.6039119130772,4587.0,0.34297994269340976,40% least deprived,2021-09-30,WHITBURN SURGERY,A88023,Y63,0.0,498.0,11004.0,5315.0,93.7,0.0
4225,G82639,MAPLE PRACTICE,GP,2019,16.6016079591288,4588.0,0.34283667621776504,40% least deprived,2021-09-30,MAPLE PRACTICE,G82639,Y59,0.0,57.0,4082.0,3890.0,14.65,0.0
4226,G82141,YALDING,GP,2019,16.5944003656307,4589.0,0.34269340974212037,40% least deprived,2021-09-30,YALDING,G82141,Y59,63.0,1128.0,12869.0,6453.0,174.8,9.76
4227,K83007,HARBOROUGH FIELD SURGERY,GP,2019,16.5942260708832,4590.0,0.34255014326647565,40% least deprived,2021-09-30,HARBOROUGH FIELD SURGERY,K83007,Y60,0.0,2267.0,40405.0,12567.0,180.39,0.0
4228,L82066,PORT VIEW SURGERY,GP,2019,16.5924924309884,4591.0,0.3424068767908309,40% least deprived,2021-09-30,PORT VIEW SURGERY,L82066,Y58,11.0,1082.0,20784.0,6863.0,157.66,1.6
4229,M81604,FOWNHOPE MEDICAL CENTRE,GP,2019,16.589453335731,4592.0,0.34226361031518626,40% least deprived,2021-09-30,FOWNHOPE MEDICAL CENTRE,M81604,Y60,88.0,227.0,17648.0,6057.0,37.48,14.53
4230,E81047,GOLDINGTON AVENUE SURGERY,GP,2019,16.5858979477612,4593.0,0.34212034383954154,40% least deprived,2021-09-30,GOLDINGTON AVENUE SURGERY,E81047,Y61,54.0,2003.0,5382.0,13996.0,143.11,3.86
4231,M83608,QUINTON PRACTICE,GP,2019,16.578224513173,4594.0,0.3419770773638969,40% least deprived,2021-09-30,QUINTON PRACTICE,M83608,Y60,1.0,531.0,11984.0,5141.0,103.29,0.19
4232,D83022,SOLE BAY H/C,GP,2019,16.5710479719189,4595.0,0.34183381088825215,40% least deprived,2021-09-30,SOLE BAY H/C,D83022,Y61,0.0,1098.0,1415.0,5337.0,205.73,0.0
4233,D82084,HARLESTON MEDICAL PRACTICE,GP,2019,16.5704200832597,4596.0,0.34169054441260743,40% least deprived,2021-09-30,HARLESTON MEDICAL PRACTICE,D82084,Y61,433.0,763.0,1887.0,7949.0,95.99,54.47
4234,M81081,ST SAVIOURS SURGERY,GP,2019,16.5497206582936,4597.0,0.34154727793696277,40% least deprived,2021-09-30,ST SAVIOURS SURGERY,M81081,Y60,5.0,376.0,10257.0,4882.0,77.02,1.02
4235,M81011,OMBERSLEY MEDICAL CENTRE,GP,2019,16.5489223814774,4598.0,0.34140401146131805,40% least deprived,2021-09-30,OMBERSLEY MEDICAL CENTRE,M81011,Y60,0.0,993.0,14353.0,5236.0,189.65,0.0
4236,G81070,TRINITY MEDICAL CENTRE,GP,2019,16.5461710623187,4599.0,0.3412607449856733,40% least deprived,2021-09-30,TRINITY MEDICAL CENTRE,G81070,Y59,333.0,1557.0,40415.0,23268.0,66.92,14.31
4237,A85620,GRANGE ROAD MEDICAL PRACTICE,GP,2019,16.5377365853659,4600.0,0.34111747851002866,40% least deprived,2021-09-30,GRANGE ROAD MEDICAL PRACTICE,A85620,Y63,55.0,372.0,8736.0,4005.0,92.88,13.73
4238,M87018,THE SUMMERHILL SURGERY,GP,2019,16.5365943459351,4601.0,0.34097421203438394,40% least deprived,2021-09-30,THE SUMMERHILL SURGERY,M87018,Y60,0.0,457.0,16717.0,6307.0,72.46,0.0
4239,M81045,KNIGHTWICK SURGERY,GP,2019,16.5363783961437,4602.0,0.3408309455587393,40% least deprived,2021-09-30,KNIGHTWICK SURGERY,M81045,Y60,109.0,1330.0,14055.0,4878.0,272.65,22.35
4240,G82161,REACH HEALTHCARE,GP,2019,16.520811834012,4603.0,0.34068767908309455,40% least deprived,2021-09-30,REACH HEALTHCARE,G82161,Y59,0.0,1301.0,38740.0,22748.0,57.19,0.0
4241,L83020,AXMINSTER MEDICAL PRACTICE,GP,2019,16.5062923141186,4604.0,0.34054441260744983,40% least deprived,2021-09-30,AXMINSTER MEDICAL PRACTICE,L83020,Y58,0.0,4130.0,7001.0,12371.0,333.85,0.0
4242,E84680,HEADSTONE ROAD SURGERY,GP,2019,16.4987915220625,4605.0,0.34040114613180517,40% least deprived,2021-09-30,HEADSTONE ROAD SURGERY,E84680,Y56,0.0,313.0,10501.0,4741.0,66.02,0.0
4243,E81052,KIRBY ROAD SURGERY,GP,2019,16.4921194594595,4606.0,0.34025787965616044,40% least deprived,2021-09-30,KIRBY ROAD SURGERY,E81052,Y61,0.0,624.0,2630.0,8758.0,71.25,0.0
4244,P91021,FIRSWAY HEALTH CENTRE,GP,2019,16.4723986766995,4607.0,0.3401146131805158,40% least deprived,2021-09-30,FIRSWAY HEALTH CENTRE,P91021,Y62,901.0,1246.0,53018.0,15371.0,81.06,58.62
4245,H82025,WOODLANDS&CLERKLANDS PARTNERSHIP,GP,2019,16.4673991191677,4608.0,0.33997134670487106,40% least deprived,2021-09-30,WOODLANDS&CLERKLANDS PARTNERSHIP,H82025,Y59,11.0,1940.0,4796.0,16046.0,120.9,0.69
4246,P81083,ROSLEA SURGERY,GP,2019,16.4642292630829,4609.0,0.33982808022922634,40% least deprived,2021-09-30,ROSLEA SURGERY,P81083,Y62,0.0,1499.0,18445.0,8598.0,174.34,0.0
4247,L83082,CHAGFORD HEALTH CENTRE,GP,2019,16.4608386560213,4610.0,0.33968481375358167,40% least deprived,2021-09-30,CHAGFORD HEALTH CENTRE,L83082,Y58,0.0,40.0,521.0,3130.0,12.78,0.0
4248,E84083,LANFRANC MEDICAL CENTRE,GP,2019,16.4540637176621,4611.0,0.33954154727793695,40% least deprived,2021-09-30,LANFRANC MEDICAL CENTRE,E84083,Y56,0.0,305.0,7880.0,6007.0,50.77,0.0
4249,E87711,ROYAL HOSPITAL CHELSEA,GP,2019,16.4501096345515,4613.0,0.33925501432664756,40% least deprived,2021-09-30,ROYAL HOSPITAL CHELSEA,E87711,Y56,2.0,18.0,35.0,272.0,66.18,7.35
4250,F81130,WILLIAM FISHER MED.CTR.,GP,2019,16.446114399734,4615.0,0.3389684813753582,40% least deprived,2021-09-30,WILLIAM FISHER MED.CTR.,F81130,Y61,426.0,458.0,1627.0,6166.0,74.28,69.09
4251,D83078,THE REYNARD SURGERY,GP,2019,16.4458947187929,4616.0,0.33882521489971346,40% least deprived,2021-09-30,THE REYNARD SURGERY,D83078,Y61,184.0,736.0,3097.0,9507.0,77.42,19.35
4252,Y02414,BURNTWOOD HEALTH & WELLBEING CENTRE,GP,2019,16.4452143983184,4617.0,0.3386819484240688,40% least deprived,2021-09-30,BURNTWOOD HEALTH & WELLBEING CENTRE,Y02414,Y60,0.0,262.0,18148.0,5080.0,51.57,0.0
4253,L84606,THE ALNEY PRACTICE,GP,2019,16.4432267966484,4618.0,0.33853868194842407,40% least deprived,2021-09-30,THE ALNEY PRACTICE,L84606,Y58,52.0,1186.0,42606.0,11877.0,99.86,4.38
4254,C82082,THE CENTRE SURGERY,GP,2019,16.438755782189,4621.0,0.33810888252148996,40% least deprived,2021-09-30,THE CENTRE SURGERY,C82082,Y60,91.0,1032.0,1990.0,5310.0,194.35,17.14
4255,G82229,SUTTON VALENCE,GP,2019,16.4363789418817,4622.0,0.3379656160458453,40% least deprived,2021-09-30,SUTTON VALENCE GROUP PRACTICE,G82229,Y59,0.0,566.0,6174.0,7062.0,80.15,0.0
4256,N84012,AINSDALE MEDICAL CENTRE,GP,2019,16.4328419826478,4623.0,0.3378223495702006,40% least deprived,2021-09-30,AINSDALE MEDICAL CENTRE,N84012,Y62,0.0,2155.0,25718.0,11642.0,185.11,0.0
4257,B81109,RIVERSIDE SURGERY,GP,2019,16.4326559122944,4624.0,0.33767908309455585,40% least deprived,2021-09-30,RIVERSIDE SURGERY,B81109,Y63,0.0,1836.0,31395.0,12683.0,144.76,0.0
4258,M91032,COLLINGWOOD FAMILY PRACTICE,GP,2019,16.4310526315789,4625.0,0.3375358166189112,40% least deprived,2021-09-30,COLLINGWOOD FAMILY PRACTICE,M91032,Y60,4.0,317.0,9544.0,4830.0,65.63,0.83
4259,M83709,BADDELEY GREEN SURGERY,GP,2019,16.4229512373969,4626.0,0.33739255014326647,40% least deprived,2021-09-30,BADDELEY GREEN SURGERY,M83709,Y60,0.0,461.0,11380.0,5591.0,82.45,0.0
4260,F81068,THE ELIZABETH COURTAULD SURGERY,GP,2019,16.4170338055377,4627.0,0.3372492836676218,40% least deprived,2021-09-30,THE ELIZABETH COURTAULD SURGERY,F81068,Y61,336.0,620.0,3731.0,15890.0,39.02,21.15
4261,L82622,WESTOVER SURGERY,GP,2019,16.4161541568934,4628.0,0.3371060171919771,40% least deprived,2021-09-30,WESTOVER SURGERY,L82622,Y58,0.0,374.0,10794.0,7384.0,50.65,0.0
4262,A84045,HAYDON BRIDGE & ALLENDALE MEDICAL PRACT,GP,2019,16.4104049125419,4629.0,0.33696275071633236,40% least deprived,2021-09-30,HAYDON BRIDGE & ALLENDALE MEDICAL PRACT,A84045,Y63,1010.0,365.0,2621.0,5411.0,67.46,186.66
4263,D82005,SHERINGHAM MEDICAL PRACTICE,GP,2019,16.4092108452951,4630.0,0.3368194842406877,40% least deprived,2021-09-30,SHERINGHAM MEDICAL PRACTICE,D82005,Y61,7.0,1121.0,3948.0,9593.0,116.86,0.73
4264,M91020,SYCAMORE HOUSE MEDICAL CENTRE,GP,2019,16.4067575695581,4631.0,0.336676217765043,40% least deprived,2021-09-30,SYCAMORE HOUSE MEDICAL CENTRE,M91020,Y60,0.0,402.0,9432.0,5241.0,76.7,0.0
